(AICL) root@4c91ca1b33d2:~/conda/share/doc/2026# CUDA_VISIBLE_DEVICES=0 sh ./scripts/train.sh
epoch=  369  step= 4800  Loss=0.5472  cls_acc=91.43  best_map=46.39
[0.7274 0.6683 0.5795 0.4802 0.3588 0.2441 0.1400]
epoch=  373  step= 4850  Loss=0.5500  cls_acc=91.43  best_map=46.39
[0.7228 0.6645 0.5743 0.4766 0.3548 0.2388 0.1346]
epoch=  376  step= 4900  Loss=0.5581  cls_acc=89.52  best_map=46.39
[0.7119 0.6537 0.5645 0.4686 0.3479 0.2338 0.1318]
epoch=  380  step= 4950  Loss=0.5472  cls_acc=90.48  best_map=46.39
[0.7294 0.6709 0.5822 0.4812 0.3613 0.2435 0.1420]
epoch=  384  step= 5000  Loss=0.5258  cls_acc=91.43  best_map=46.39
[0.7163 0.6607 0.5715 0.4748 0.3555 0.2444 0.1353]
epoch=  388  step= 5050  Loss=0.5274  cls_acc=90.00  best_map=46.39
[0.7197 0.6619 0.5742 0.4731 0.3550 0.2354 0.1362]
epoch=  392  step= 5100  Loss=0.5372  cls_acc=90.00  best_map=46.39
[0.7152 0.6586 0.5687 0.4724 0.3521 0.2396 0.1328]
epoch=  396  step= 5150  Loss=0.5329  cls_acc=90.95  best_map=46.39
[0.7174 0.6605 0.5714 0.4759 0.3567 0.2377 0.1347]
epoch=  399  step= 5200  Loss=0.5279  cls_acc=91.43  best_map=46.39
[0.7105 0.6525 0.5635 0.4682 0.3468 0.2317 0.1267]
epoch=  403  step= 5250  Loss=0.5336  cls_acc=89.05  best_map=46.39
[0.7297 0.6748 0.5842 0.4849 0.3629 0.2442 0.1384]
epoch=  407  step= 5300  Loss=0.5229  cls_acc=92.86  best_map=46.39
[0.7275 0.6701 0.5795 0.4814 0.3608 0.2460 0.1377]
epoch=  411  step= 5350  Loss=0.5141  cls_acc=92.86  best_map=46.39
[0.7187 0.6622 0.5708 0.4746 0.3557 0.2317 0.1346]
epoch=  415  step= 5400  Loss=0.5000  cls_acc=90.95  best_map=46.39
[0.7084 0.6517 0.5596 0.4635 0.3485 0.2309 0.1270]
epoch=  419  step= 5450  Loss=0.5009  cls_acc=90.95  best_map=46.39
[0.7270 0.6719 0.5767 0.4792 0.3553 0.2411 0.1389]
epoch=  423  step= 5500  Loss=0.4894  cls_acc=91.43  best_map=46.39
[0.7220 0.6621 0.5710 0.4707 0.3517 0.2365 0.1285]
epoch=  426  step= 5550  Loss=0.5007  cls_acc=92.38  best_map=46.39
[0.7199 0.6612 0.5705 0.4711 0.3531 0.2349 0.1333]
epoch=  430  step= 5600  Loss=0.4794  cls_acc=90.95  best_map=46.39
[0.7031 0.6457 0.5564 0.4620 0.3435 0.2304 0.1290]
epoch=  434  step= 5650  Loss=0.4957  cls_acc=88.57  best_map=46.39
[0.7161 0.6558 0.5671 0.4672 0.3528 0.2284 0.1277]
